;point_key;point_label;operator_key;tso_eic_code;operator_label;direction_key;valid_from;valid_to;has_data;is_virtualized_commercially;virtualized_commercially_since;is_virtualized_operationally;virtualized_operationally_since;is_pipe_in_pipe;related_operators;related_points;pipe_in_pipe_with_tso_key;pipe_in_pipe_with_tso_label;is_double_reporting;double_reporting_with_tso_key;double_reporting_with_tso_label;tso_item_identifier;tp_tso_item_label;tp_tso_valid_from;tp_tso_valid_to;tp_tso_remarks;tp_tso_conversion_factor;tp_rmk_grid_conversion_factor_capacity_default;tp_tso_g_c_v_min;tp_tso_g_c_v_max;tp_tso_g_c_v_remarks;tp_tso_g_c_v_unit;tp_tso_entry_exit_type;multi_annual_contracts_is_available;multi_annual_contracts_remarks;annual_contracts_is_available;annual_contracts_remarks;half_annual_contracts_is_available;half_annual_contracts_remarks;quarterly_contracts_is_available;quarterly_contracts_remarks;monthly_contracts_is_available;monthly_contracts_remarks;daily_contracts_is_available;daily_contracts_remarks;day_ahead_contracts_is_available;day_ahead_contracts_remarks;available_contracts_remarks;sentence_c_m_p_unsuccessful;sentence_c_m_p_unavailable;sentence_c_m_p_auction;sentence_c_m_p_made_available;last_update_date_time;is_invalid;is_c_a_m_relevant;is_c_m_p_relevant;booking_platform_key;booking_platform_label;booking_platform_u_r_l;virtual_reverse_flow;virtual_reverse_flow_remark;t_s_o_country;t_s_o_balancing_zone;cross_border_point_type;e_u_relationship;connected_operators;adjacent_tso_eic;adjacent_operator_key;adjacent_country;point_type;id_point_type;adjacent_zones;id;data_set
39;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;entry;;;True;False;;False;;False;;;;;;;;21Z0000000000163;Eynatten 2;2000-01-01;2019-06-30;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;True;True;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;Fluxys TENP GmbH;21X000000001133M;DE-TSO-0007;DE;Cross-Border Transmission IP within EU;0;DE THE BZ;5BE-TSO-0001ITP-00159entryDE-TSO-0007;5
40;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;exit;;;True;False;;False;;False;;;;;;;;21Z0000000000163;Eynatten 2;2000-01-01;2019-06-30;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;True;True;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;OGE;21X-DE-C-A0A0A-T;DE-TSO-0009;DE;Cross-Border Transmission IP within EU;0;DE THE BZ;5BE-TSO-0001ITP-00159exitDE-TSO-0009;5
41;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;exit;;;True;False;;False;;False;;;;;;;;21Z0000000000163;Eynatten 2;2000-01-01;2019-06-30;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;True;True;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;Thyssengas;21X-DE-G-A0A0A-U;DE-TSO-0002;DE;Cross-Border Transmission IP within EU;0;DE THE BZ;5BE-TSO-0001ITP-00159exitDE-TSO-0002;5
42;ITP-00159;Eynatten 2 (BE) // Lichtenbusch / Raeren (DE);BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;exit;;;True;False;;False;;False;;;;;;;;21Z0000000000163;Eynatten 2;2000-01-01;2019-06-30;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;True;True;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;Fluxys TENP GmbH;21X000000001133M;DE-TSO-0007;DE;Cross-Border Transmission IP within EU;0;DE THE BZ;5BE-TSO-0001ITP-00159exitDE-TSO-0007;5
43;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;entry;;;True;False;;False;;False;;;;;;;;21Z000000000169F;'s Gravenvoeren;2000-01-01;2020-03-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;True;True;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;GTS;21X-NL-A-A0A0A-Z;NL-TSO-0001;NL;Cross-Border Transmission IP within EU;0;Netherlands;5BE-TSO-0001ITP-00258entryNL-TSO-0001;5
44;ITP-00258;'s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;exit;;;True;False;;False;;False;;;;;;;;21Z000000000169F;'s Gravenvoeren;2000-01-01;2020-03-31;old name s Gravenvoeren Dilsen (BE) // 's Gravenvoeren/Obbicht (NL);1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;True;False;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;Yes;;BE;BeLux;Cross-Border EU|EU;within EU;GTS;21X-NL-A-A0A0A-Z;NL-TSO-0001;NL;Cross-Border Transmission IP within EU;0;Netherlands;5BE-TSO-0001ITP-00258exitNL-TSO-0001;5
45;ITP-00519;Dunkerque DKB (BE);BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;entry;;;True;False;;False;;False;;;;;;;;22Z20150428----L;Dunkirk LNG Terminal;2016-11-23;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;False;False;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;Dunkerque LNG;                ;FR-LSO-0001;FR;Cross-Border Transmission IP within EU;0;;5BE-TSO-0001ITP-00519entryFR-LSO-0001;5
46;ITP-00519;Dunkerque DKB (BE);BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;exit;;;True;False;;False;;False;;;;;;;;22Z20150428----L;Dunkirk LNG Terminal;2016-11-23;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;False;False;;;;No;;BE;BeLux;Cross-Border EU|EU;within EU;Dunkerque LNG;                ;FR-LSO-0001;FR;Cross-Border Transmission IP within EU;0;;5BE-TSO-0001ITP-00519exitFR-LSO-0001;5
47;ITP-00526;VIRTUALYS;BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;entry;;;True;False;;False;;False;;;;;;;;21Z0000000004847;Virtualys;2017-12-01;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;True;True;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;GRTgaz;21X-FR-A-A0A0A-S;FR-TSO-0003;FR;Cross-Border Transmission IP within EU;0;TRF;5BE-TSO-0001ITP-00526entryFR-TSO-0003;5
48;ITP-00526;VIRTUALYS;BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;exit;;;True;False;;False;;False;;;;;;;;21Z0000000004847;Virtualys;2017-12-01;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;True;True;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;GRTgaz;21X-FR-A-A0A0A-S;FR-TSO-0003;FR;Cross-Border Transmission IP within EU;0;TRF;5BE-TSO-0001ITP-00526exitFR-TSO-0003;5
49;LNG-00005;Alveringem;BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;entry;;;True;True;2017-12-01;True;2017-12-01;False;;;;;False;;;21Z000000000359A;Alveringem-Maldegem;2015-11-01;2017-11-30;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;False;False;;;;No;;BE;BeLux;Cross-Border EU|EU;within EU;GRTgaz;21X-FR-A-A0A0A-S;FR-TSO-0003;FR;Cross-Border Transmission IP within EU;0;TRF;5BE-TSO-0001LNG-00005entryFR-TSO-0003;5
50;LNG-00005;Alveringem;BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;exit;;;True;True;2017-12-01;True;2017-12-01;False;;;;;False;;;21Z000000000359A;Alveringem-Maldegem;2015-11-01;2017-11-30;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;False;False;;;;No;;BE;BeLux;Cross-Border EU|EU;within EU;GRTgaz;21X-FR-A-A0A0A-S;FR-TSO-0003;FR;Cross-Border Transmission IP within EU;0;TRF;5BE-TSO-0001LNG-00005exitFR-TSO-0003;5
51;LNG-00017;Zeebrugge LNG;BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;entry;;;True;False;;False;;False;;;;;;;;21Z0000000000082;Zeebrugge LNG Terminal;2000-01-01;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;True;;True;;True;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;False;False;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;In-country EU;within EU;Fluxys LNG;                ;BE-LSO-0001;BE;LNG Entry point;2;;5BE-TSO-0001LNG-00017entryBE-LSO-0001;5
52;UGS-00002;Loenhout Storage;BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;entry;;;True;False;;False;;False;;;;;;;;21Z000000000102A;Loenhout Storage;2000-01-01;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;True;;True;;True;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;False;False;;;;No;;BE;BeLux;In-country EU;within EU;Fluxys SSO;                ;BE-SSO-0001;BE;Storage point;6;;5BE-TSO-0001UGS-00002entryBE-SSO-0001;5
53;UGS-00002;Loenhout Storage;BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;exit;;;True;False;;False;;False;;;;;;;;21Z000000000102A;Loenhout Storage;2000-01-01;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;True;;True;;True;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;False;False;;;;No;;BE;BeLux;In-country EU;within EU;Fluxys SSO;                ;BE-SSO-0001;BE;Storage point;6;;5BE-TSO-0001UGS-00002exitBE-SSO-0001;5
54;ITP-00542;VIP Belgium - NCG;BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;exit;;;True;False;;False;;False;;;;;;;;21Z000000000497Z; Eynatten 2/VIP Belgium-NCG;2019-07-01;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;True;True;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;OGE;21X-DE-C-A0A0A-T;DE-TSO-0009;DE;Cross-Border Transmission IP within EU;0;DE THE BZ;5BE-TSO-0001ITP-00542exitDE-TSO-0009;5
55;ITP-00542;VIP Belgium - NCG;BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;entry;;;True;False;;False;;False;;;;;;;;21Z000000000497Z;Eynatten 2/VIP Belgium-NCG;2019-07-01;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;True;True;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;OGE;21X-DE-C-A0A0A-T;DE-TSO-0009;DE;Cross-Border Transmission IP within EU;0;DE THE BZ;5BE-TSO-0001ITP-00542entryDE-TSO-0009;5
56;ITP-00555;VIP-BENE;BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;entry;;;True;False;;False;;False;;;;;;;;21Z000000000503T;VIP-BENE;2020-04-01;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;True;True;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;GTS;21X-NL-A-A0A0A-Z;NL-TSO-0001;NL;Cross-Border Transmission IP within EU;0;Netherlands;5BE-TSO-0001ITP-00555entryNL-TSO-0001;5
57;ITP-00555;VIP-BENE;BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;exit;;;True;False;;False;;False;;;;;;;;21Z000000000503T;VIP-BENE;2020-04-01;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;False;;True;;False;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;True;True;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;GTS;21X-NL-A-A0A0A-Z;NL-TSO-0001;NL;Cross-Border Transmission IP within EU;0;Netherlands;5BE-TSO-0001ITP-00555exitNL-TSO-0001;5
58;ITP-00110;Zelzate (Zebra Pijpleiding);BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;entry;;;True;False;;False;;False;;;;;;;;21Z0000000000171;Zelzate 2;2000-01-01;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;True;;True;;True;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;False;False;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;GTS;21X-NL-A-A0A0A-Z;NL-TSO-0001;NL;Cross-Border Transmission IP within EU;0;Netherlands;5BE-TSO-0001ITP-00110entryNL-TSO-0001;5
59;ITP-00110;Zelzate (Zebra Pijpleiding);BE-TSO-0001;21X-BE-A-A0A0A-Y;Fluxys Belgium;exit;;;True;False;;False;;False;;;;;;;;21Z0000000000171;Zelzate 2;2000-01-01;2099-12-31;;1.000000;;11.300000;11.300000;;kWh/Nm³;;True;;True;;True;;True;;True;;True;;True;;;Currently there are no request for firm capacity products on this point with a duration of one month or longer that weren't successfully fulfilled.;Currently firm products with a duration of one month or longer are offered on this point in the regular allocation process.;Currently there are no firm capacity products on this point with a duration of one month or longer auctioned having cleared with an auction premium.;Currently no capacity has been made available on this point through the application of the congestion-management procedures.;2022-01-10T16:01:50+01:00;False;False;False;PRISMA;PRISMA;https://platform.prisma-capacity.eu/;No;;BE;BeLux;Cross-Border EU|EU;within EU;GTS;21X-NL-A-A0A0A-Z;NL-TSO-0001;NL;Cross-Border Transmission IP within EU;0;Netherlands;5BE-TSO-0001ITP-00110exitNL-TSO-0001;5
